Data,Nr zamówienia,Kanał,Kategoria,Produkt,Ilość,Cena jedn. (zł),Przychód (zł),Prowizja (zł),Miasto,Status
2026-04-27,ZAM-11088,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Warszawa,Opłacone
2026-04-27,ZAM-11089,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Kraków,Opłacone
2026-04-27,ZAM-11090,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Radom,Opłacone
2026-04-27,ZAM-11091,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Katowice,Opłacone
2026-04-27,ZAM-11092,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Katowice,Opłacone
2026-04-28,ZAM-11093,Allegro,Kuchnia,Kubek termiczny 450ml,3,69.00,207.00,23.80,Poznań,Opłacone
2026-04-28,ZAM-11094,Sklep www,Akcesoria,Plecak miejski 20L,2,179.00,358.00,6.44,Białystok,Opłacone
2026-04-28,ZAM-11095,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Warszawa,Opłacone
2026-04-28,ZAM-11096,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,80.10,9.21,Radom,Opłacone
2026-04-28,ZAM-11097,Sklep www,Akcesoria,Portfel skórzany slim,2,129.00,258.00,4.64,Łódź,Opłacone
2026-04-29,ZAM-11098,Sklep www,Elektronika,Słuchawki BT douszne,2,159.00,286.20,5.15,Gdańsk,Opłacone
2026-04-29,ZAM-11099,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Łódź,Opłacone
2026-04-29,ZAM-11100,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Lublin,Opłacone
2026-04-29,ZAM-11101,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Katowice,Opłacone
2026-04-29,ZAM-11102,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Poznań,Opłacone
2026-04-29,ZAM-11103,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,125.10,2.25,Kraków,Opłacone
2026-04-30,ZAM-11104,Allegro,Kuchnia,Deska do krojenia dębowa,2,99.00,198.00,22.77,Kraków,Opłacone
2026-04-30,ZAM-11105,Sklep www,Elektronika,Ładowarka bezprzewodowa,3,99.00,297.00,5.35,Rzeszów,Opłacone
2026-04-30,ZAM-11106,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Poznań,Opłacone
2026-04-30,ZAM-11107,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Lublin,Opłacone
2026-04-30,ZAM-11108,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Łódź,Opłacone
2026-04-30,ZAM-11109,Sklep www,Kuchnia,Deska do krojenia dębowa,3,99.00,297.00,5.35,Warszawa,Opłacone
2026-04-30,ZAM-11110,Allegro,Akcesoria,Plecak miejski 20L,2,179.00,358.00,41.17,Lublin,Opłacone
2026-04-30,ZAM-11111,Sklep www,Kuchnia,Kubek termiczny 450ml,2,69.00,138.00,2.48,Kraków,Opłacone
2026-05-01,ZAM-11112,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Katowice,Zwrot
2026-05-01,ZAM-11113,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Wrocław,Opłacone
2026-05-01,ZAM-11114,Allegro,Elektronika,Ładowarka bezprzewodowa,2,99.00,198.00,22.77,Rzeszów,Opłacone
2026-05-01,ZAM-11115,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,2,89.00,178.00,3.20,Białystok,Opłacone
2026-05-01,ZAM-11116,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,80.10,1.44,Kraków,Opłacone
2026-05-01,ZAM-11117,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,80.10,9.21,Katowice,Zwrot
2026-05-01,ZAM-11118,Sklep www,Kuchnia,Deska do krojenia dębowa,2,99.00,178.20,3.21,Rzeszów,Opłacone
2026-05-02,ZAM-11119,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Szczecin,Opłacone
2026-05-02,ZAM-11120,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Białystok,Opłacone
2026-05-02,ZAM-11121,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Szczecin,Opłacone
2026-05-02,ZAM-11122,Sklep www,Elektronika,Ładowarka bezprzewodowa,2,99.00,198.00,3.56,Wrocław,Opłacone
2026-05-02,ZAM-11123,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Gdańsk,Opłacone
2026-05-02,ZAM-11124,Allegro,Kuchnia,Kubek termiczny 450ml,3,69.00,207.00,23.80,Kraków,Opłacone
2026-05-02,ZAM-11125,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Radom,Opłacone
2026-05-02,ZAM-11126,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Katowice,Opłacone
2026-05-02,ZAM-11127,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Lublin,Opłacone
2026-05-02,ZAM-11128,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Warszawa,Opłacone
2026-05-03,ZAM-11129,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Warszawa,Opłacone
2026-05-03,ZAM-11130,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Radom,Opłacone
2026-05-03,ZAM-11131,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Wrocław,Opłacone
2026-05-03,ZAM-11132,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Szczecin,Opłacone
2026-05-03,ZAM-11133,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Warszawa,Opłacone
2026-05-03,ZAM-11134,Allegro,Elektronika,Powerbank 20000mAh,2,139.00,250.20,28.77,Kraków,Opłacone
2026-05-03,ZAM-11135,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Rzeszów,Opłacone
2026-05-03,ZAM-11136,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Rzeszów,Opłacone
2026-05-03,ZAM-11137,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Warszawa,Opłacone
2026-05-03,ZAM-11138,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Wrocław,Opłacone
2026-05-03,ZAM-11139,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Radom,Opłacone
2026-05-04,ZAM-11140,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Szczecin,Opłacone
2026-05-04,ZAM-11141,Allegro,Dom i biuro,Organizer biurkowy drewniany,2,79.00,158.00,18.17,Warszawa,Opłacone
2026-05-04,ZAM-11142,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Katowice,Opłacone
2026-05-04,ZAM-11143,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Szczecin,Opłacone
2026-05-04,ZAM-11144,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Warszawa,Opłacone
2026-05-04,ZAM-11145,Allegro,Dom i biuro,Organizer biurkowy drewniany,2,79.00,158.00,18.17,Kraków,Opłacone
2026-05-04,ZAM-11146,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Białystok,Opłacone
2026-05-04,ZAM-11147,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,125.10,14.39,Rzeszów,Opłacone
2026-05-04,ZAM-11148,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Katowice,Opłacone
2026-05-04,ZAM-11149,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Kraków,Opłacone
2026-05-05,ZAM-11150,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Szczecin,Opłacone
2026-05-05,ZAM-11151,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Szczecin,Opłacone
2026-05-05,ZAM-11152,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Lublin,Opłacone
2026-05-05,ZAM-11153,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Lublin,Opłacone
2026-05-05,ZAM-11154,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Rzeszów,Opłacone
2026-05-05,ZAM-11155,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Kraków,Opłacone
2026-05-05,ZAM-11156,Allegro,Kuchnia,Kubek termiczny 450ml,3,69.00,207.00,23.80,Łódź,Opłacone
2026-05-06,ZAM-11157,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Gdańsk,Opłacone
2026-05-06,ZAM-11158,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Kraków,Opłacone
2026-05-06,ZAM-11159,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,134.10,2.41,Wrocław,Opłacone
2026-05-06,ZAM-11160,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Warszawa,Opłacone
2026-05-06,ZAM-11161,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,116.10,2.09,Łódź,Opłacone
2026-05-06,ZAM-11162,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Szczecin,Opłacone
2026-05-06,ZAM-11163,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Łódź,Opłacone
2026-05-06,ZAM-11164,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Łódź,Zwrot
2026-05-06,ZAM-11165,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Wrocław,Opłacone
2026-05-06,ZAM-11166,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Katowice,Opłacone
2026-05-07,ZAM-11167,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Warszawa,Opłacone
2026-05-07,ZAM-11168,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Lublin,Opłacone
2026-05-07,ZAM-11169,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Łódź,Opłacone
2026-05-07,ZAM-11170,Allegro,Dom i biuro,Lampka LED na biurko,2,119.00,238.00,27.37,Wrocław,Opłacone
2026-05-07,ZAM-11171,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Warszawa,Opłacone
2026-05-07,ZAM-11172,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Radom,Opłacone
2026-05-07,ZAM-11173,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Szczecin,Opłacone
2026-05-07,ZAM-11174,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Gdańsk,Opłacone
2026-05-07,ZAM-11175,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Kraków,Opłacone
2026-05-07,ZAM-11176,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Lublin,Opłacone
2026-05-07,ZAM-11177,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,2,89.00,178.00,20.47,Wrocław,Opłacone
2026-05-08,ZAM-11178,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Warszawa,Opłacone
2026-05-08,ZAM-11179,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Katowice,Opłacone
2026-05-08,ZAM-11180,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Radom,Opłacone
2026-05-08,ZAM-11181,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Lublin,Opłacone
2026-05-08,ZAM-11182,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Rzeszów,Opłacone
2026-05-08,ZAM-11183,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Radom,Opłacone
2026-05-08,ZAM-11184,Sklep www,Kuchnia,Kubek termiczny 450ml,2,69.00,138.00,2.48,Łódź,Opłacone
2026-05-08,ZAM-11185,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,143.10,16.46,Łódź,Opłacone
2026-05-09,ZAM-11186,Allegro,Kuchnia,Młynek do kawy ręczny,2,149.00,298.00,34.27,Łódź,Opłacone
2026-05-09,ZAM-11187,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Kraków,Opłacone
2026-05-09,ZAM-11188,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Szczecin,Opłacone
2026-05-09,ZAM-11189,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Kraków,Opłacone
2026-05-09,ZAM-11190,Allegro,Elektronika,Słuchawki BT douszne,2,159.00,318.00,36.57,Łódź,Opłacone
2026-05-09,ZAM-11191,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Rzeszów,Opłacone
2026-05-09,ZAM-11192,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Kraków,Opłacone
2026-05-09,ZAM-11193,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Białystok,Opłacone
2026-05-09,ZAM-11194,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Poznań,Opłacone
2026-05-09,ZAM-11195,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Wrocław,Opłacone
2026-05-09,ZAM-11196,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Poznań,Opłacone
2026-05-09,ZAM-11197,Sklep www,Kuchnia,Młynek do kawy ręczny,2,149.00,298.00,5.36,Katowice,Opłacone
2026-05-09,ZAM-11198,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Lublin,Opłacone
2026-05-10,ZAM-11199,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,80.10,9.21,Warszawa,Opłacone
2026-05-10,ZAM-11200,Allegro,Akcesoria,Etui na klucze,1,49.00,44.10,5.07,Warszawa,Opłacone
2026-05-10,ZAM-11201,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Katowice,Opłacone
2026-05-10,ZAM-11202,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Lublin,Opłacone
2026-05-10,ZAM-11203,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,134.10,15.42,Białystok,Opłacone
2026-05-10,ZAM-11204,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Radom,Opłacone
2026-05-10,ZAM-11205,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Radom,Opłacone
2026-05-10,ZAM-11206,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Lublin,Opłacone
2026-05-10,ZAM-11207,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Warszawa,Opłacone
2026-05-10,ZAM-11208,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Lublin,Opłacone
2026-05-10,ZAM-11209,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Kraków,Opłacone
2026-05-11,ZAM-11210,Allegro,Elektronika,Słuchawki BT douszne,3,159.00,429.30,49.37,Gdańsk,Opłacone
2026-05-11,ZAM-11211,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Białystok,Opłacone
2026-05-11,ZAM-11212,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Gdańsk,Opłacone
2026-05-11,ZAM-11213,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Radom,Opłacone
2026-05-11,ZAM-11214,Sklep www,Kuchnia,Młynek do kawy ręczny,3,149.00,447.00,8.05,Gdańsk,Opłacone
2026-05-11,ZAM-11215,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Szczecin,Opłacone
2026-05-11,ZAM-11216,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Gdańsk,Opłacone
2026-05-11,ZAM-11217,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Kraków,Opłacone
2026-05-12,ZAM-11218,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Gdańsk,Opłacone
2026-05-12,ZAM-11219,Allegro,Dom i biuro,Lampka LED na biurko,2,119.00,238.00,27.37,Białystok,Opłacone
2026-05-12,ZAM-11220,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Lublin,Opłacone
2026-05-12,ZAM-11221,Allegro,Kuchnia,Młynek do kawy ręczny,3,149.00,447.00,51.41,Wrocław,Opłacone
2026-05-12,ZAM-11222,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Białystok,Opłacone
2026-05-12,ZAM-11223,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Kraków,Opłacone
2026-05-12,ZAM-11224,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Lublin,Opłacone
2026-05-13,ZAM-11225,Sklep www,Kuchnia,Deska do krojenia dębowa,2,99.00,198.00,3.56,Radom,Opłacone
2026-05-13,ZAM-11226,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Lublin,Opłacone
2026-05-13,ZAM-11227,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Gdańsk,Opłacone
2026-05-13,ZAM-11228,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Białystok,Opłacone
2026-05-13,ZAM-11229,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Białystok,Opłacone
2026-05-13,ZAM-11230,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Kraków,Opłacone
2026-05-13,ZAM-11231,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Rzeszów,Opłacone
2026-05-14,ZAM-11232,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Szczecin,Opłacone
2026-05-14,ZAM-11233,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Kraków,Opłacone
2026-05-14,ZAM-11234,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,125.10,2.25,Szczecin,Opłacone
2026-05-14,ZAM-11235,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Radom,Opłacone
2026-05-14,ZAM-11236,Allegro,Dom i biuro,Lampka LED na biurko,2,119.00,238.00,27.37,Katowice,Opłacone
2026-05-14,ZAM-11237,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Kraków,Opłacone
2026-05-14,ZAM-11238,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Gdańsk,Opłacone
2026-05-14,ZAM-11239,Allegro,Dom i biuro,Lampka LED na biurko,2,119.00,238.00,27.37,Wrocław,Opłacone
2026-05-15,ZAM-11240,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,161.10,2.90,Rzeszów,Opłacone
2026-05-15,ZAM-11241,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Radom,Opłacone
2026-05-15,ZAM-11242,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,116.10,2.09,Białystok,Opłacone
2026-05-15,ZAM-11243,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,2,89.00,178.00,20.47,Lublin,Opłacone
2026-05-15,ZAM-11244,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Kraków,Opłacone
2026-05-15,ZAM-11245,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Kraków,Opłacone
2026-05-15,ZAM-11246,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Białystok,Opłacone
2026-05-15,ZAM-11247,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Gdańsk,Opłacone
2026-05-15,ZAM-11248,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,3,89.00,267.00,30.71,Gdańsk,Opłacone
2026-05-15,ZAM-11249,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Białystok,Opłacone
2026-05-15,ZAM-11250,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Szczecin,Opłacone
2026-05-16,ZAM-11251,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Lublin,Zwrot
2026-05-16,ZAM-11252,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Łódź,Opłacone
2026-05-16,ZAM-11253,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Lublin,Opłacone
2026-05-16,ZAM-11254,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Poznań,Opłacone
2026-05-16,ZAM-11255,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Szczecin,Opłacone
2026-05-16,ZAM-11256,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Gdańsk,Opłacone
2026-05-16,ZAM-11257,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Kraków,Opłacone
2026-05-16,ZAM-11258,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Katowice,Opłacone
2026-05-16,ZAM-11259,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,143.10,16.46,Szczecin,Opłacone
2026-05-16,ZAM-11260,Allegro,Kuchnia,Młynek do kawy ręczny,2,149.00,298.00,34.27,Szczecin,Opłacone
2026-05-16,ZAM-11261,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Rzeszów,Opłacone
2026-05-16,ZAM-11262,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,2,89.00,178.00,3.20,Kraków,Opłacone
2026-05-17,ZAM-11263,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Wrocław,Opłacone
2026-05-17,ZAM-11264,Allegro,Elektronika,Słuchawki BT douszne,2,159.00,318.00,36.57,Radom,Opłacone
2026-05-17,ZAM-11265,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Poznań,Opłacone
2026-05-17,ZAM-11266,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Szczecin,Opłacone
2026-05-17,ZAM-11267,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Lublin,Opłacone
2026-05-17,ZAM-11268,Allegro,Dom i biuro,Lampka LED na biurko,3,119.00,357.00,41.05,Lublin,Opłacone
2026-05-17,ZAM-11269,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Poznań,Opłacone
2026-05-17,ZAM-11270,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,3,89.00,267.00,30.71,Wrocław,Opłacone
2026-05-17,ZAM-11271,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Gdańsk,Opłacone
2026-05-18,ZAM-11272,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,116.10,2.09,Wrocław,Opłacone
2026-05-18,ZAM-11273,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,71.10,8.18,Rzeszów,Opłacone
2026-05-18,ZAM-11274,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Łódź,Opłacone
2026-05-18,ZAM-11275,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Poznań,Opłacone
2026-05-18,ZAM-11276,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Katowice,Opłacone
2026-05-18,ZAM-11277,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Rzeszów,Opłacone
2026-05-19,ZAM-11278,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Wrocław,Opłacone
2026-05-19,ZAM-11279,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Gdańsk,Opłacone
2026-05-19,ZAM-11280,Allegro,Elektronika,Ładowarka bezprzewodowa,2,99.00,198.00,22.77,Lublin,Opłacone
2026-05-19,ZAM-11281,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,107.10,1.93,Poznań,Opłacone
2026-05-19,ZAM-11282,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Poznań,Opłacone
2026-05-19,ZAM-11283,Allegro,Akcesoria,Plecak miejski 20L,2,179.00,358.00,41.17,Wrocław,Opłacone
2026-05-19,ZAM-11284,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,71.10,1.28,Rzeszów,Opłacone
2026-05-20,ZAM-11285,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Rzeszów,Opłacone
2026-05-20,ZAM-11286,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Rzeszów,Opłacone
2026-05-20,ZAM-11287,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Kraków,Opłacone
2026-05-20,ZAM-11288,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,89.10,1.60,Rzeszów,Opłacone
2026-05-20,ZAM-11289,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Wrocław,Opłacone
2026-05-20,ZAM-11290,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Białystok,Opłacone
2026-05-20,ZAM-11291,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Gdańsk,Opłacone
2026-05-20,ZAM-11292,Allegro,Elektronika,Powerbank 20000mAh,2,139.00,278.00,31.97,Kraków,Opłacone
2026-05-20,ZAM-11293,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,134.10,15.42,Białystok,Opłacone
2026-05-21,ZAM-11294,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Lublin,Opłacone
2026-05-21,ZAM-11295,Allegro,Akcesoria,Etui na klucze,1,49.00,44.10,5.07,Poznań,Opłacone
2026-05-21,ZAM-11296,Allegro,Elektronika,Ładowarka bezprzewodowa,2,99.00,198.00,22.77,Rzeszów,Opłacone
2026-05-21,ZAM-11297,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,143.10,16.46,Lublin,Opłacone
2026-05-21,ZAM-11298,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Lublin,Opłacone
2026-05-21,ZAM-11299,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Gdańsk,Opłacone
